



New Mexico (MST) SCAN Site Adams Ranch #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Sep 18 03:07:39 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.H-1 (degC) ,TMIN.H-1 (degC) ,TAVG.H-1 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,BATT.I-1 (volt) ,RHUM.I-1 (pct) ,SRADV.H-1 (watt) ,WDMVV.H-1 (mile) ,ETIL.I-1 (volt) ,ETIB.I-1 (volt) ,RHUMN.H-1 (pct) ,RHUMX.H-1 (pct) ,
2015,2001-01-01,00:00,-99.9,    -0.6,     1.5,    -0.6,     0.8,    14.1,    17.2,    19.7,    12.0,    15.8,     1.5,     1.8,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.60,   10.40,   11.90,    7.50,    9.50,   12.51,      62,-99.9,       8,    0.00,   12.90,      55,      62,
2015,2001-01-01,01:00,-99.9,    -2.9,    -0.8,    -2.9,    -1.9,    14.0,    17.1,    19.8,    11.9,    16.0,     1.5,     1.7,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.30,   12.00,    7.50,    9.70,   12.51,      70,-99.9,       4,    0.00,   12.88,      63,      71,
2015,2001-01-01,02:00,-99.9,    -4.0,    -3.0,    -5.2,    -4.3,    14.1,    17.0,    19.8,    11.9,    15.8,     1.5,     1.7,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.60,   10.20,   12.00,    7.50,    9.50,   12.49,      73,-99.9,       4,    0.00,   12.87,      70,      77,
2015,2001-01-01,03:00,-99.9,    -0.8,    -0.8,    -4.6,    -3.6,    13.9,    17.2,    19.8,    12.0,    16.0,     1.5,     1.7,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.40,   12.00,    7.50,    9.60,   12.48,      71,-99.9,       6,    0.00,   12.85,      64,      77,
2015,2001-01-01,04:00,-99.9,     1.0,     1.4,    -0.4,     0.8,    13.9,    17.1,    19.8,    12.0,    15.8,     1.5,     1.6,     2.5,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.30,   12.00,    7.50,    9.50,   12.46,      61,-99.9,      10,    0.00,   12.84,      61,      70,
2015,2001-01-01,05:00,-99.9,     1.6,     1.6,     0.1,     0.9,    13.9,    17.0,    19.8,    12.0,    15.9,     1.5,     1.6,     2.5,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.30,   12.00,    7.50,    9.60,   12.44,      61,-99.9,      10,    0.00,   12.83,      61,      67,
2015,2001-01-01,06:00,-99.9,     0.9,     1.5,     0.5,     1.1,    13.9,    17.1,    19.8,    11.9,    16.1,     1.4,     1.6,     2.5,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.30,   12.00,    7.50,    9.70,   12.42,      64,-99.9,      11,    0.00,   12.82,      61,      66,
2015,2001-01-01,07:00,-99.9,     1.7,     1.7,     0.7,     1.0,    13.9,    16.6,    19.8,    11.9,    15.8,     1.4,     1.6,     2.5,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.00,   12.00,    7.50,    9.60,   12.71,      61,-99.9,       8,    0.00,   12.95,      61,      65,
2015,2001-01-01,08:00,-99.9,     2.5,     4.6,     1.8,     3.3,    13.8,    17.0,    19.8,    12.1,    15.9,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.40,   10.30,   12.00,    7.60,    9.60,   13.54,      52,-99.9,       6,    0.01,   14.13,      48,      59,
2015,2001-01-01,09:00,-99.9,     6.1,     6.1,     0.8,     2.5,    13.8,    16.7,    19.8,    12.2,    15.9,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.10,   12.00,    7.60,    9.60,   13.39,      50,-99.9,       5,    0.01,   14.78,      49,      62,
2015,2001-01-01,10:00,-99.9,     7.2,     7.7,     6.4,     7.1,    13.7,    16.6,    19.8,    12.0,    15.8,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.40,   10.00,   12.00,    7.50,    9.60,   13.35,      43,-99.9,       7,    0.00,   14.18,      39,      48,
2015,2001-01-01,11:00,-99.9,     7.2,     9.0,     7.1,     7.8,    13.8,    16.8,    19.8,    11.9,    16.1,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.10,   12.00,    7.50,    9.70,   13.36,      43,-99.9,       8,    0.00,   14.18,      37,      44,
2015,2001-01-01,12:00,-99.9,     7.0,     7.5,     6.8,     7.0,    13.8,    16.7,    19.9,    12.0,    16.0,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.10,   12.00,    7.50,    9.60,   13.55,      44,-99.9,      10,    0.00,   14.08,      40,      45,
2015,2001-01-01,13:00,-99.9,     7.1,     7.6,     6.8,     7.2,    13.9,    16.7,    19.8,    12.2,    15.8,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    8.50,   10.10,   12.00,    7.60,    9.50,   13.38,      43,-99.9,       9,    0.00,   14.10,      39,      45,
2015,2001-01-01,14:00,-99.9,     6.7,     7.2,     6.7,     7.0,    15.4,    17.8,    19.7,    11.9,    15.9,     1.5,     1.6,     2.5,     4.2,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,    9.30,   10.70,   11.90,    7.50,    9.60,   13.37,      40,-99.9,       9,    0.00,   14.46,      38,      45,
2015,2001-01-01,15:00,-99.9,     5.8,     7.0,     5.5,     6.0,    16.7,    18.4,    19.9,    12.1,    16.0,     1.4,     1.7,     2.4,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,   10.10,   11.10,   12.00,    7.50,    9.60,   13.46,      43,-99.9,       7,    0.00,   14.63,      38,      45,
2015,2001-01-01,16:00,-99.9,     3.1,     5.9,     3.1,     4.2,    17.0,    18.6,    20.0,    12.1,    15.8,     1.5,     1.8,     2.4,     4.1,     6.1,     0.2,     0.2,     0.3,     0.3,     0.3,   10.30,   11.20,   12.10,    7.50,    9.60,   13.18,      57,-99.9,       6,    0.00,   13.77,      43,      57,
